pH,Conc(mM),ApproT1(sec),ExpT1(ms),ExpT2(ms),ExpB1(percent),ExpB0(ppm),ExpB0(Hz),Temp,SatPower(uT),SatTime(ms),-12,-11,-10,-9,-6,-3,-2.75,-2.5,-2.25,-2,-1.8,-1.6,-1.4,-1.2,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.8,7,7.2,7.4,7.6,7.8,8,9,10,11,12
6.22,24.943,3.4,3985.2,445.04,111.11,0.17281,51.9,37,1,500,7333.1,7105.9,7192.5,7265.5,7155,7301.1,7299.5,7362.6,7303.7,7263.6,7253.1,7333.8,7152.5,7234.8,7119,7210.8,7217.1,7233.6,6766.4,6005.9,2133.5,4651.4,5853.8,6380.6,6611.3,6494.8,6787.1,6975.8,6927.1,7186.4,7071.9,7095.8,7289.3,7332.3,7184.6,7275.3,7199.7,7318.7,7456.4,7240.9,7226.3,7236.7,7195.3,7381.8,7325.6,7162.5,7244.5,7223.8,7213.8,7148.1,7144.5,7319.1,7308,7214.1,7203.8,7221.1,7212.6,7265.1,7232.2,7210.3,7268,7285.6,7148.3,7128.6,7209.7,7297.7,7217.7,7196.3,7175.4,7040.9,7344.5,7379.6,7189.2,7174.5,7175.1,7319.3,7063.9,7385.1,7106.5,7274.2,7331.1
6.4,24.933,3.4,3995.8,448.68,112.33,0.19532,58.663,37,1,500,7800.5,7765.9,7645.8,7570.8,7731.2,7885,7873.3,7759.9,7929,7721.8,7574.5,7680.4,7870.3,7867.4,7762.1,7887.8,7767.1,7699.4,7557.1,6578.6,1321,4881.5,6317.7,6718.2,6890.2,7298.3,7613.6,7599.3,7653.2,7745.2,7733,7783.2,7809.9,7838.1,7719.3,7596,7694.1,7848.5,7792.7,7733.1,7937.4,7895.8,7550.8,7877.2,7769.4,7712.3,7806.5,7687,7814.4,7621.6,7699.8,7952.3,7640.2,7958.1,7867.4,7640.2,7670.8,7819,7795.5,7580.5,8049.3,7774.3,7759.4,7798.2,7794.7,7867.3,7797.1,7858.7,7821,7754.1,7862.1,7874.4,7991.9,7895.8,7804.1,7740.5,7742.8,8051.8,7929.9,7619.9,7645.3
6.52,24.908,3.4,3904.3,472.26,108.65,0.14507,43.57,37,1,500,7717.3,7712.9,7624.8,7747.3,7860.9,7692,7833.8,7794.3,7740.8,7639.3,7837.5,7747.4,7738,7725.1,7927.6,7552.8,7876.6,7521.6,7390.4,6013.2,3273.6,5719.3,6636.6,6964.8,7216,7317.9,7431.4,7665,7596.6,7833.5,7795.5,7573.4,7623.5,7745,7859.5,7735.8,7760.7,7837,7664.8,7482.3,7901.6,7795.8,7817.7,7596.6,7847.5,7719.4,7744.5,7667.3,7800.6,7738,7879.8,7540.5,7636.3,7799.2,7735.6,7727.2,7637.5,7833.8,7951,7711.3,7918.4,7761.8,7741.7,7681,7876.2,7626,7588.6,7817.4,7770.1,7844.6,7883.2,7821.8,7883.8,7702.9,7840.6,7764,7806.6,7730.8,7739.3,7763.7,7937.8
6.68,24.846,3.4,3959.1,473.13,103.57,0.10358,31.11,37,1,500,7217.3,7464.8,7171.6,7262.1,7230.7,7357.3,7368.5,7380,7124.5,7144.7,7279.2,7276,7382.9,7443.4,7248.7,7257.4,7000.8,7064.6,6874.4,5019.6,4192.4,5528.4,6257.8,6756.4,6865.9,6754.4,7026,7116.7,7146.7,7110.5,7305.7,7298.5,7313,7287.1,7287.1,7369,7265.4,7404.4,7281,7179.8,7296.9,7363.5,7363.9,7463.1,7376.5,7291.2,7256.6,7239.1,7189.2,7442.5,7049.3,7390.3,7391.4,7332.1,7287.9,7257.3,7314.1,7362.6,7289.3,7217.2,7483,7484.5,7278.1,7338,7247.8,7241.4,7225.5,7243,7268.7,7356.8,7330.6,7307.3,7327.1,7279.1,7432.1,7124.6,7032.5,7258.4,7302,7109,7424.8
6.85,24.755,3.4,3958.2,431.45,94.369,-0.016316,-4.9002,37,1,500,6493.9,6623.1,6381.9,6419.5,6579.5,6473.1,6534.5,6366.1,6569.8,6406.7,6509.2,6521.9,6434.6,6701.2,6497.5,6508.6,6421,6235.7,5572.9,1764.7,4096.4,5231,5600.7,5860.5,6217.8,6116.7,6361.1,6442.3,6355.9,6447.2,6342.6,6486.6,6550.4,6512.3,6499.5,6517.8,6574,6560.6,6505.1,6407,6535.5,6555.6,6450.3,6337.2,6576,6343.6,6494.5,6342.8,6628.6,6565.2,6532.8,6470.6,6477.6,6675.9,6420.4,6576,6667.8,6477.7,6338.4,6638.4,6366.7,6853.2,6445.6,6432.3,6591.6,6283.2,6470.9,6538.4,6445.6,6648.3,6543,6641.3,6593.7,6589.5,6556.4,6551.6,6595.1,6517.9,6396,6622,6488.8
6.98,24.893,3.4,3939.2,389.06,112.01,0.043583,13.09,37,1,500,6993.9,7178.6,7065.9,7053.9,7115.9,7004.4,7002.2,7135.9,6995.1,7115.1,7118.8,7059.7,7111,7004.8,6976.5,6934.5,6976.6,6908.3,6297.4,1555,4113,5520.6,6189.3,6335.8,6628.5,6785.9,6920.9,6884.1,6899.6,7147.9,7077.4,7160.1,6955.8,7096.9,7102.6,7085.1,7022.6,7111,6996.9,7141.4,7074.1,6935.4,7170.5,6937.4,6988.4,7132.6,6929.6,7007.1,6921,6981.9,7075.8,6836.3,7045.8,7011,7046,7111.8,6979,7085.1,7074,6897.8,7138.5,7149.5,6936.1,7004.6,6992.4,7033.1,6955.6,7066.9,6944.3,7239.8,7118.7,7111.1,7069.7,7069.6,7153,7106.5,7056.8,7139.8,7320.1,7187.8,7066.4
7.12,24.918,3.4,3995.5,337.61,116.88,0.039824,11.96,37,1,500,7672.6,7483.1,7543.9,7697.9,7543.9,7717.7,7564.3,7468.7,7616.7,7655.7,7618.3,7677.4,7586.7,7552.6,7501.4,7517.2,7479,7329.7,6963.1,1882.6,4589,5988.9,6638,6914.4,7146.7,7331.9,7285,7353.4,7638.1,7544.7,7564.4,7577.3,7482.3,7494.6,7560.6,7530.1,7628.2,7479.1,7787.1,7662.1,7576.2,7621.6,7491,7605,7670.3,7455.9,7579.3,7696.3,7366.8,7520.3,7588.2,7673.9,7467.1,7596.4,7430.1,7631,7652.5,7542.3,7670.6,7592,7719.4,7510.6,7519.2,7567.1,7533,7539.3,7454.6,7375.1,7632.2,7718.1,7663.9,7651.1,7492.7,7702,7599.6,7942.2,7666.7,7467.9,7721,7464,7643.7
7.27,24.543,3.4,3940.5,306.56,113.14,0.035269,10.593,37,1,500,7844.7,7635.2,7755.2,7490.8,7522.9,7649.5,7528.9,7807.3,7657,7580.5,7831,7632,7785.3,7693,7676.7,7613.3,7501,7347.5,6713.1,1259.8,4352.7,5798.5,6674.3,6799,7147.5,7375.7,7456.7,7415.4,7521.5,7851.3,7693.7,7489.3,7679,7498.8,7595.1,7491.3,7583.8,7514,7620.3,7689.2,7696.3,7631.7,7770.7,7718.5,7626.3,7429.4,7561.4,7422.9,7839.6,7599.7,7578.6,7781.4,7731.3,7841.6,7564,7985.2,7501.4,7721.2,7766.3,7657.7,7644.9,7839.8,7902.6,7499.7,7786.7,7615.6,7423.2,7478.7,7679.9,7568.9,7751.6,7823.9,7717.9,7659,7617,7775.4,7670.1,7645.8,7423.4,7654.6,7500.9
6.25,24.943,1.4,1650.3,390.01,105.97,-0.025923,-7.7857,37,1,500,12659,12333,12551,12563,12404,12754,12579,12504,12559,12415,12636,12656,12449,12499,12350,12213,12333,11902,10893,2649.4,9596.5,11385,11832,12217,12339,12493,12380,12706,12460,12584,12607,12525,12433,12720,12490,12536,12559,12387,12450,12428,12541,12486,12463,12568,12419,12473,12337,12390,12527,12598,12508,12477,12571,12416,12603,12613,12511,12355,12618,12375,12514,12559,12491,12516,12555,12583,12360,12569,12568,12605,12530,12609,12522,12574,12578,12702,12515,12414,12576,12636,12515
