pH,Conc(mM),ApproT1(sec),ExpT1(ms),ExpT2(ms),ExpB1(percent),ExpB0(ppm),ExpB0(Hz),Temp,SatPower(uT),SatTime(ms),-12,-11,-10,-9,-6,-3,-2.75,-2.5,-2.25,-2,-1.8,-1.6,-1.4,-1.2,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.8,7,7.2,7.4,7.6,7.8,8,9,10,11,12
6.27,4.9955,0.86,895.81,340.73,106,0.48702,146.27,43,0.5,500,19356,19468,19322,19313,19386,19159,19435,19574,19356,19218,19544,19448,19261,19375,19340,19273,19311,19215,19279,19298,19193,18260,18380,18946,19072,19307,19453,19228,19234,19303,19193,19311,19306,19400,19337,19393,19298,19254,19371,19372,19401,19306,19229,19412,19340,19291,19386,19388,19404,19300,19313,19240,19273,19369,19236,19372,19351,19205,19166,19382,19357,19414,19302,19249,19315,19237,19518,19322,19320,19225,19268,19344,19248,19352,19307,19452,19311,19342,19502,19329,19265
6.42,4.9925,0.86,927.73,342.44,106.02,0.63472,190.63,43,0.5,500,21247,21204,21270,21165,21165,21297,21347,21095,21149,21183,21421,21326,21209,21231,21158,21150,21347,21230,21164,21411,21248,21061,18565,20529,21139,21227,21211,21150,21252,21279,21028,21093,21206,21154,21395,21241,21201,21329,21298,21263,21276,21219,21258,21253,21243,21212,21352,21393,21244,21260,21304,21356,21293,21352,21130,21298,21345,21190,21091,21133,21401,21235,21175,21169,21426,21345,21268,21292,21313,21367,21139,21050,21211,21309,21228,21290,21383,21366,21403,21408,21174
6.56,4.9875,0.86,931.47,368.52,100.25,0.67503,202.73,43,0.5,500,21435,20982,21194,21041,21135,21105,21235,21063,21196,21184,21037,21075,21028,21133,21068,21308,21215,21261,20974,21127,21065,20963,19624,20606,21010,21222,21283,21144,21147,21101,20998,21180,20977,21095,21216,21168,21037,21162,21036,21308,21053,21150,21080,21158,21131,21207,21204,21009,21079,20997,21109,21059,21011,21147,21087,21134,21080,21139,21088,21008,21096,21425,21203,21239,21132,21095,21111,21103,21114,21173,21033,20921,21370,21301,21204,21150,21171,21022,21151,21267,21209
6.71,4.9766,0.86,919.75,377.79,97.723,0.48186,144.72,43,0.5,500,19613,19693,19533,19732,19558,19479,19650,19356,19448,19374,19373,19486,19745,19555,19428,19624,19602,19642,19572,19714,19399,18337,18999,19433,19559,19522,19704,19415,19475,19662,19586,19568,19515,19570,19505,19587,19492,19607,19486,19515,19608,19483,19586,19709,19878,19461,19704,19437,19463,19405,19549,19615,19646,19642,19490,19633,19714,19632,19574,19609,19559,19465,19679,19641,19733,19537,19601,19577,19752,19459,19545,19431,19626,19404,19658,19540,19509,19546,19536,19450,19634
6.87,4.9554,0.86,893.95,397.22,88.233,0.34916,104.87,43,0.5,500,16908,16910,17012,17020,16807,16852,16728,16742,16888,17156,16939,16911,16849,16792,16880,16940,16740,16847,17037,16767,16590,14245,16167,16630,16816,16948,17040,16985,16754,16898,16802,16997,16844,16882,16917,16777,16920,16955,16817,17012,16856,16735,16754,16671,17013,16747,16849,17046,16783,16957,16814,16916,16767,16910,17090,16894,16920,16832,16913,16949,16762,16799,16923,16991,16846,16854,16897,17094,16856,16734,17059,16948,16986,16892,16853,16800,17084,16920,16692,16768,16982
6.98,4.9505,0.86,874.1,339.39,105.52,0.17218,51.712,43,0.5,500,18559,18454,18592,18504,18574,18604,18596,18451,18491,18554,18360,18527,18653,18507,18401,18584,18463,18632,18316,18287,16172,17935,18550,18258,18409,18516,18538,18470,18430,18568,18476,18584,18534,18533,18627,18576,18565,18516,18426,18472,18513,18461,18558,18620,18494,18463,18559,18427,18545,18553,18347,18585,18656,18526,18402,18315,18487,18497,18528,18499,18648,18454,18684,18526,18616,18451,18550,18520,18509,18657,18492,18446,18420,18441,18705,18557,18576,18361,18525,18492,18512
7.12,4.9935,0.86,882.42,322.67,108.3,0.2989,89.769,43,0.5,500,20782,21025,20726,20754,20938,20793,20792,20955,20736,20837,20737,20840,21049,20848,20824,20895,20780,20719,20732,20588,19513,20041,20460,20701,20745,20817,20826,20628,21047,20892,20804,20762,20813,20637,20815,20799,20809,20821,20665,20703,20857,21002,20716,20741,20806,20786,20805,20908,20700,20647,20976,20741,20759,20764,20733,20980,20774,20836,20697,20731,20806,20826,20925,20606,20874,20879,20781,20781,20872,20950,20784,20810,20698,21013,20779,20738,20925,20763,20849,20861,20868
7.28,4.9811,0.86,881.31,325.3,107.68,0.23642,71.007,43,0.5,500,21023,21109,21085,20731,20948,20865,20748,20836,20949,20959,21094,20959,20990,21015,20808,20938,21048,20848,20972,20937,17411,20193,20732,20814,20821,20957,20929,20681,21020,21014,20979,20856,20908,20977,20918,20806,20892,20764,20960,20907,21024,20994,20951,20975,20891,20836,20694,21019,21028,20781,21035,20756,20822,20768,20872,20813,20952,20870,20814,21026,20905,20860,20923,20833,20764,20987,20818,20882,20881,20779,20885,20802,20725,20830,20889,20902,20885,20988,20936,21082,20881
6.24,4.996,0.6,647.97,302.73,98.212,0.26229,78.775,43,0.5,500,20568,20521,20555,20595,20570,20675,20637,20663,20529,20626,20639,20435,20454,20490,20565,20626,20503,20572,20528,20471,18829,20095,20389,20517,20498,20615,20548,20562,20557,20527,20570,20518,20522,20595,20458,20555,20511,20567,20610,20475,20486,20598,20695,20534,20540,20707,20496,20638,20520,20510,20671,20635,20607,20421,20486,20859,20510,20424,20500,20740,20479,20482,20542,20674,20513,20819,20332,20509,20434,20407,20496,20410,20552,20602,20628,20610,20562,20574,20450,20690,20405
