pH,Conc(mM),ApproT1(sec),ExpT1(ms),ExpT2(ms),ExpB1(percent),ExpB0(ppm),ExpB0(Hz),Temp,SatPower(uT),SatTime(ms),-12,-11,-10,-9,-6,-3,-2.75,-2.5,-2.25,-2,-1.8,-1.6,-1.4,-1.2,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.8,7,7.2,7.4,7.6,7.8,8,9,10,11,12
6.24,9.987,0.43,466.48,207.55,122.04,0.81884,245.93,43,0.5,500,23369,23194,23281,23453,23298,23432,23232,23023,23335,23437,23404,23270,23255,23429,23487,23460,23397,23259,23380,23352,23358,23154,23064,19925,22266,23073,23312,23191,23064,23267,23473,23291,23275,23196,23443,23438,23300,23386,23381,23359,23427,23305,23343,22945,23246,23260,23344,23409,23295,23201,23256,23439,23446,23119,23176,23104,23571,23276,23329,23191,23284,23286,23325,23303,23119,23054,23284,23261,23319,23118,23238,23361,23317,23201,23357,23184,23382,23463,23428,23268,23326
6.38,9.9761,0.43,491.47,236.74,106.46,0.73074,219.47,43,0.5,500,22517,22442,22577,22555,22756,22784,22563,22455,22451,22647,22535,22499,22621,22417,22743,22706,22658,22670,22561,22529,22674,22389,22175,20599,22420,22312,22500,22427,22420,22577,22668,22837,22591,22248,22575,22859,22829,22627,22304,22623,22432,22786,22817,22458,22620,22708,22712,22592,22650,22634,22687,22530,22582,22665,22559,22566,22723,22734,22639,22561,22569,22428,22792,22461,22582,22489,22555,22672,22591,22500,22436,22541,22625,22590,22394,22568,22778,22560,22496,22425,22275
6.58,9.98,0.43,487.53,236.68,102.65,0.69654,209.19,43,0.5,500,22216,22292,22207,22371,22355,22376,22427,22242,22156,22275,22159,22369,22235,22101,22072,22391,22199,22122,22280,22343,22324,21967,20397,19869,21944,22129,22203,22286,22265,22155,22197,22334,22254,22417,22289,22172,22164,22547,22185,22164,21999,22335,22200,22338,22183,22346,22135,22248,22128,22371,22254,22293,22171,22308,22316,22363,22236,22421,22402,22152,22258,22098,22333,22341,22237,22343,22191,22241,22191,22349,22258,22283,22238,22392,22273,22408,22216,22244,22117,22297,22257
6.69,9.9582,0.43,480.72,239.46,104.4,0.58263,174.98,43,0.5,500,22143,22141,22230,22080,21720,22112,22122,22192,22106,21905,22157,21992,22024,21838,21924,22059,21933,22028,21964,22242,21936,21717,18071,21593,21895,22031,22013,21988,22160,22022,21969,21965,22034,22034,21883,21945,22013,21906,21932,22115,21905,21927,22043,22020,21999,22247,22019,22104,21816,22157,22060,21821,22257,22070,21900,21885,21757,22143,22011,22054,22122,21954,21775,22093,22177,21999,21944,21889,22013,21974,22112,21856,22130,22019,21956,22214,22066,22147,21983,22179,21834
6.84,9.9502,0.43,476.99,229.01,112.79,0.39608,118.96,43,0.5,500,21716,21906,22004,21872,21901,21800,21892,21898,21917,21766,21790,21770,21876,21953,21802,21872,21780,21901,21696,21601,21389,18472,21403,21926,21572,21686,21723,21929,21962,21932,21972,21743,21606,21795,21955,21769,21857,21876,21934,21915,21719,21891,21796,21903,21796,21829,21770,21723,21852,21810,21722,21754,21713,21917,21854,21867,21847,21665,21779,21797,21680,21866,21765,21707,21853,21816,21749,21871,21850,21884,21827,21584,21905,21808,22005,21782,21935,21771,21675,21618,21870
6.99,9.8863,0.43,495.57,211.45,113.97,0.28565,85.791,43,0.5,500,20605,20511,20547,20503,20519,20555,20584,20465,20545,20616,20492,20572,20594,20495,20561,20724,20552,20672,20534,20596,18226,19410,20308,20535,20600,20449,20465,20470,20690,20375,20737,20418,20556,20524,20598,20525,20541,20604,20727,20578,20448,20516,20705,20561,20745,20539,20380,20551,20559,20521,20575,20627,20539,20383,20495,20557,20488,20541,20485,20503,20582,20502,20481,20578,20593,20478,20620,20669,20677,20402,20504,20510,20578,20522,20629,20629,20595,20608,20568,20583,20421
7.15,9.986,0.43,482.27,217.44,107.64,0.4021,120.76,43,0.5,500,20726,20573,20620,20834,20678,20708,20576,20634,20574,20683,20705,20492,20576,20502,20687,20727,20708,20632,20594,20580,20227,15903,19973,20492,20703,20666,20519,20516,20361,20662,20656,20444,20665,20601,20644,20506,20463,20562,20622,20618,20692,20736,20686,20743,20414,20473,20644,20623,20613,20594,20524,20819,20464,20623,20604,20655,20644,20596,20529,20591,20551,20536,20747,20509,20576,20603,20505,20686,20679,20662,20463,20724,20508,20659,20512,20566,20550,20647,20675,20676,20602
7.29,9.9721,0.43,463.72,215.8,105.44,0.31569,94.813,43,0.5,500,20516,20501,20550,20500,20659,20710,20594,20476,20479,20468,20363,20594,20523,20607,20643,20659,20462,20554,20442,20546,19519,17843,20169,20355,20295,20507,20416,20701,20538,20557,20570,20467,20524,20528,20494,20535,20599,20592,20449,20451,20536,20515,20484,20530,20271,20610,20611,20389,20638,20463,20438,20689,20602,20377,20528,20544,20580,20492,20597,20403,20539,20444,20682,20619,20609,20384,20363,20463,20458,20553,20556,20418,20488,20559,20572,20462,20523,20685,20615,20523,20563
6.22,4.988,3.4,4335.4,549.55,107.14,0.29719,89.257,43,0.5,500,9484,9394.3,9457.6,9390,9596.7,9383.4,9397.6,9508.3,9637,9531.4,9431.9,9150.1,9287.3,9248.4,9490.7,9310.3,9572.4,9374,9341.7,9250.8,8909.4,8433,8784.6,9049.9,9113.6,9301.5,9311.6,9324.8,9451.2,9455.6,9420.4,9379.5,9476.1,9437.3,9500,9422,9330.6,9447,9498.7,9439.1,9559,9507.3,9414.5,9427.6,9541,9306.8,9427.9,9412.7,9294.4,9403.3,9563.5,9383.1,9350.4,9404.4,9477.6,9519,9446.5,9246.7,9465.2,9511.9,9464.5,9369.6,9495.7,9453,9396.1,9424.2,9588.8,9441.7,9467.6,9514.4,9451.6,9431.4,9439.1,9285.2,9534.4,9348,9427,9439.8,9410.1,9461.4,9367.9
