pH,Conc(mM),ApproT1(sec),ExpT1(ms),ExpT2(ms),ExpB1(percent),ExpB0(ppm),ExpB0(Hz),Temp,SatPower(uT),SatTime(ms),-12,-11,-10,-9,-6,-3,-2.75,-2.5,-2.25,-2,-1.8,-1.6,-1.4,-1.2,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.8,7,7.2,7.4,7.6,7.8,8,9,10,11,12
7.15,14.908,0.6,518.84,236.66,103.47,0.63826,191.69,37,3,500,21039,21160,21102,21259,21190,20849,20780,20840,20674,20748,20650,20738,20340,20300,19980,19391,19135,18269,16924,15468,12367,7264.7,3478.4,5116.2,9551.9,13294,15805,17110,18194,19041,19173,19787,20061,20088,20335,20384,20659,20481,20832,20452,20675,20535,20722,20606,20847,20694,20555,20549,20644,20620,20612,20570,20531,20145,20585,20557,20666,20531,20628,20946,20827,20746,20808,20853,20689,20775,20761,20799,20728,20997,20777,21097,20865,20745,20932,21205,20775,21101,20911,21083,21302
7.28,14.874,0.6,558.98,232.67,100.41,0.75114,225.59,37,3,500,23051,23194,23073,22914,22756,22846,22799,22524,22607,22347,22390,22332,22408,21873,21634,21440,21080,20498,19566,17981,15548,10986,5476.3,4027.1,7730.6,12490,16096,18064,19424,20294,21086,21402,21615,21779,22030,21959,22177,22105,22167,22275,22198,22446,22264,22325,22679,22321,22380,22158,22225,22396,22411,22139,22245,21903,21978,22385,22074,22214,22393,22457,22536,22364,22461,22589,22597,22521,22658,22393,22706,22696,22638,22714,22719,22779,23157,22894,22787,22925,22774,23093,23033
6.25,14.954,0.43,445.13,220.1,93.594,0.66195,198.81,37,3,500,23463,23496,23655,23273,23439,23290,23554,23196,23009,22830,23035,22980,22650,22464,22515,21909,21613,21131,19958,18366,15228,10221,4757,5966.5,11315,15770,17980,19775,20567,21523,22036,22138,22223,22651,22736,23043,22998,22894,22712,23260,22845,23034,23065,22999,23112,23077,23171,23243,23160,23028,23340,23283,23387,23353,23064,23107,23094,23037,23290,23254,23200,23364,23089,23286,23187,23139,23111,23330,23085,23387,23188,23427,23064,23439,23106,23522,23656,23217,23466,23237,23531
6.43,14.945,0.43,423.03,222.05,86.422,0.64443,193.55,37,3,500,21795,21581,21805,21634,21817,21333,21614,21333,21265,21376,21332,21263,20951,20889,20830,20382,20001,19478,18453,16991,14327,9401,4097,6339.7,11623,15245,17318,18418,19480,19904,20134,20664,20824,20778,21212,21191,21088,21101,21482,21406,21161,21403,21382,21642,21301,21480,21205,21455,21420,21563,21414,21469,21487,21268,21265,21307,21546,21419,21331,21428,21556,21309,21588,21496,21444,21400,21286,21570,21358,21591,21603,21483,21689,21608,21569,21592,21700,21623,21782,21641,21474
6.58,14.925,0.43,414.49,224.92,80.15,0.38948,116.97,37,3,500,18326,18263,18426,18506,18432,18097,18206,18100,18060,18151,18078,17777,17863,17645,17340,17136,16693,15712,14418,11511,6985.4,3946.1,6721.5,11033,13708,15198,16002,16710,17150,17407,17608,17516,17788,17881,18209,18207,18100,18109,18149,18277,18172,18262,18279,18323,18027,18064,18102,18243,18255,18016,18170,18155,18247,18179,18339,18247,18199,18331,18172,18145,18317,18298,18255,18424,18115,18224,18193,18316,18208,18385,18193,18579,18374,18382,18255,18165,18500,18555,18382,18171,18574
6.68,14.896,0.43,410.97,212.22,108.48,0.39979,120.07,37,3,500,22615,22577,22559,22461,22494,22110,22332,22161,22160,21899,21800,21531,21285,21281,20590,20363,19310,17826,15782,12260,6976.5,3892.9,7105.4,11792,15305,17309,19220,19831,20451,20599,21208,21561,21509,21852,21769,21756,21918,21906,21955,21961,21867,22209,22103,22148,22059,22060,22101,22081,21838,22071,21856,21904,22028,22012,22100,22204,22223,22088,22064,22116,22088,22158,22147,22114,22151,22036,22214,22235,22305,22299,22451,22300,22334,22287,22612,22353,22109,22240,22641,22216,22439
6.83,14.838,0.43,434.66,209.71,109.81,0.33117,99.461,37,3,500,24544,24430,24483,24528,24413,23981,24056,23976,23852,23685,23866,23443,23113,22850,22116,21609,20748,18934,16148,11507,5849.9,4677.8,9148.7,14060,17349,19428,20791,21474,22439,22702,22971,23143,23460,23658,23750,24018,23935,24140,23871,23756,24109,24033,23768,23869,24043,23994,23847,23916,23833,23842,23989,23911,24031,24061,24236,24107,23912,23964,24013,24184,23724,23951,24076,23956,24100,24352,24162,23999,24255,24312,24186,24359,24327,24226,24394,24626,24295,24431,24279,24514,24505
7.03,14.933,0.43,428.59,205.67,104.89,0.30534,91.705,37,3,500,24541,24272,24372,24407,24524,24021,23927,23838,23876,23626,23557,23318,23173,22684,22171,21599,20430,18722,16070,11015,4579.2,4899.2,10150,14464,17704,19656,20713,21676,22478,22657,23032,23175,23505,23407,23652,23866,23741,23812,23898,23811,23951,23757,23875,23755,23957,23661,23668,23557,23708,23644,23882,23824,23738,23891,24024,24002,23921,23871,24056,23939,23945,23912,23805,23988,24098,24164,24124,24033,24089,24222,24018,24217,24306,24000,24210,24313,24217,24251,24242,24511,24440
7.14,14.882,0.43,420.76,199.13,97.308,0.2499,75.053,37,3,500,21999,21953,21965,21892,21831,21649,21504,21517,21488,21393,21234,21206,20650,20461,20150,19438,18345,16712,13581,8566,4428.8,5815.4,10627,14649,16641,18449,19213,19880,20368,20642,20784,21059,21284,21357,21520,21243,21294,21372,21485,21343,21407,21541,21656,21603,21470,21250,21402,21381,21196,21269,21314,21657,21622,21518,21720,21488,21558,21703,21591,21699,21728,21864,21758,21611,21777,21452,21711,21828,21607,21816,21633,21914,21920,22117,21797,21878,22003,21926,21998,21896,22069
7.3,14.973,0.43,403.66,199.03,83.695,0.15581,46.795,37,3,500,18382,18368,18265,18519,18485,18285,18329,18103,17981,17897,17718,17674,17492,17081,16795,16213,15160,13301,10101,5805.4,3543.1,6995.7,10967,13482,14910,16160,16692,17183,17143,17664,17915,17608,17906,17982,17854,18196,18015,18136,17974,18136,18080,18089,18074,18200,18000,17933,17904,17897,18144,18022,18152,18080,18050,18175,18309,18286,18376,18269,18298,18080,18275,18205,18309,18259,18232,18305,18362,18540,18439,18231,18403,18475,18259,18542,18293,18600,18434,18376,18503,18511,18553
6.28,49.89,3.4,3782.6,331.74,109.85,0.17113,51.396,37,3,500,10284,10299,10182,10133,10171,9899.5,10054,9833.9,9540.3,9463.9,9474.3,9191.3,8804,8584.4,8090,7441.4,6623.2,5146.3,3168.4,1343.1,1216.4,1329,2447.7,3245.1,4367,5184.6,6103.5,6804,7213.5,7446.5,7931.5,8109.1,8806.9,8701.7,9140.3,9173.3,9448.7,9487.7,9589.3,9655.1,9512.9,9611.9,9645.2,9394.7,9312.5,9230.6,9234.5,9540.3,9587.5,9373.2,9538.7,9521.2,9597.3,9425.2,9401.8,9363.2,9332.8,9388.2,9405.1,9298.5,9167.5,8968.5,9278,9245.2,9517.6,9434.8,9626.1,9722.5,9634.2,9761.5,9799.8,9894.1,9903.1,10054,9873.4,9997.5,10119,10150,10069,9931.3,10070
